"trainer/global_step","cnn__large__l1__True - _step","cnn__large__l1__True - _step__MIN","cnn__large__l1__True - _step__MAX","cnn__large__l1__True - train_loss_step","cnn__large__l1__True - train_loss_step__MIN","cnn__large__l1__True - train_loss_step__MAX","cnn__medium__l1__True - _step","cnn__medium__l1__True - _step__MIN","cnn__medium__l1__True - _step__MAX","cnn__medium__l1__True - train_loss_step","cnn__medium__l1__True - train_loss_step__MIN","cnn__medium__l1__True - train_loss_step__MAX","cnn__small__l1__True - _step","cnn__small__l1__True - _step__MIN","cnn__small__l1__True - _step__MAX","cnn__small__l1__True - train_loss_step","cnn__small__l1__True - train_loss_step__MIN","cnn__small__l1__True - train_loss_step__MAX","cnn__expanded__l1__True - _step","cnn__expanded__l1__True - _step__MIN","cnn__expanded__l1__True - _step__MAX","cnn__expanded__l1__True - train_loss_step","cnn__expanded__l1__True - train_loss_step__MIN","cnn__expanded__l1__True - train_loss_step__MAX","cnn__lightweight__l1__True - _step","cnn__lightweight__l1__True - _step__MIN","cnn__lightweight__l1__True - _step__MAX","cnn__lightweight__l1__True - train_loss_step","cnn__lightweight__l1__True - train_loss_step__MIN","cnn__lightweight__l1__True - train_loss_step__MAX"
"5999","61","61","61","0.001702846959233284","0.001702846959233284","0.001702846959233284","61","61","61","0.002277926658280194","0.0022232818882912397","0.002332571428269148","61","61","61","0.0031535124871879816","0.002932571806013584","0.003374453168362379","61","61","61","0.0028168759308755398","0.0028168759308755398","0.0028168759308755398","61","61","61","0.0031250545289367437","0.0029251098167151213","0.003324999241158366"
"6099","62","62","62","0.002153582638129592","0.002153582638129592","0.002153582638129592","62","62","62","0.002153618901502341","0.0016981227090582252","0.002609115093946457","62","62","62","0.0040266080759465694","0.0035639721900224686","0.00448924396187067","62","62","62","0.002364435698837042","0.002364435698837042","0.002364435698837042","62","62","62","0.0042720872443169355","0.00392810208722949","0.004616072401404381"
"6199","63","63","63","0.001827780157327652","0.001827780157327652","0.001827780157327652","63","63","63","0.002169896266423166","0.0019762981683015823","0.0023634943645447493","63","63","63","0.002737381844781339","0.0026360664051026106","0.0028386972844600677","63","63","63","0.002485377248376608","0.002485377248376608","0.002485377248376608","63","63","63","0.003520849975757301","0.0033282311633229256","0.003713468788191676"
"6299","64","64","64","0.0022915005683898926","0.0022915005683898926","0.0022915005683898926","64","64","64","0.002510528080165386","0.002230306388810277","0.0027907497715204954","64","64","64","0.002987744868732989","0.0029765262734144926","0.002998963464051485","64","64","64","0.001697951345704496","0.001697951345704496","0.001697951345704496","64","64","64","0.003114916617050767","0.0030428171157836914","0.0031870161183178425"
"6399","65","65","65","0.00250096432864666","0.00250096432864666","0.00250096432864666","65","65","65","0.0028181818779557943","0.002390289679169655","0.003246074076741934","65","65","65","0.0037702873814851046","0.0027733719907701015","0.004767202772200108","65","65","65","0.004127630032598972","0.004127630032598972","0.004127630032598972","65","65","65","0.0036031072959303856","0.003208838403224945","0.003997376188635826"
"6499","66","66","66","0.0016169915907084942","0.0016169915907084942","0.0016169915907084942","66","66","66","0.0027433295035734773","0.0018310374580323696","0.003655621549114585","66","66","66","0.003980081295594573","0.003927547484636307","0.004032615106552839","66","66","66","0.0019923707004636526","0.0019923707004636526","0.0019923707004636526","66","66","66","0.003444906324148178","0.003438154701143503","0.003451657947152853"
"6599","67","67","67","0.002924082800745964","0.002924082800745964","0.002924082800745964","67","67","67","0.003465000307187438","0.0034513059072196484","0.0034786947071552277","67","67","67","0.002893452998250723","0.0023214933462440968","0.003465412650257349","67","67","67","0.0027853723149746656","0.0027853723149746656","0.0027853723149746656","67","67","67","0.0036942525766789913","0.003225472755730152","0.0041630323976278305"
"6699","68","68","68","0.001943472190760076","0.001943472190760076","0.001943472190760076","68","68","68","0.0026005664840340614","0.002203330397605896","0.002997802570462227","68","68","68","0.0022418892476707697","0.0020758500322699547","0.0024079284630715847","68","68","68","0.0035083163529634476","0.0035083163529634476","0.0035083163529634476","68","68","68","0.003708763513714075","0.0034434422850608826","0.003974084742367268"
"6799","69","69","69","0.002400493947789073","0.002400493947789073","0.002400493947789073","69","69","69","0.003088715602643788","0.002920554718002677","0.0032568764872848988","69","69","69","0.002272878889925778","0.00210993317887187","0.002435824600979686","69","69","69","0.0020388425327837467","0.0020388425327837467","0.0020388425327837467","69","69","69","0.002944682608358562","0.002323326887562871","0.003566038329154253"
"6899","70","70","70","0.001670083962380886","0.001670083962380886","0.001670083962380886","70","70","70","0.0029625558527186513","0.002810352947562933","0.0031147587578743696","70","70","70","0.0023777777096256614","0.0021640928462147713","0.0025914625730365515","70","70","70","0.002233393955975771","0.002233393955975771","0.002233393955975771","70","70","70","0.003327179350890219","0.002889056224375963","0.003765302477404475"
"6999","71","71","71","0.0021243481896817684","0.0021243481896817684","0.0021243481896817684","71","71","71","0.002299441839568317","0.00223432551138103","0.002364558167755604","71","71","71","0.002533797873184085","0.00242414022795856","0.00264345551840961","71","71","71","0.0022391770035028458","0.0022391770035028458","0.0022391770035028458","71","71","71","0.003332102787680924","0.0024514871183782816","0.004212718456983566"
"7099","73","73","73","0.0019754222594201565","0.0019754222594201565","0.0019754222594201565","73","73","73","0.0026425410760566592","0.0024724022950977087","0.0028126798570156097","73","73","73","0.0028670576866716146","0.0028533986769616604","0.002880716696381569","73","73","73","0.0020115748047828674","0.0020115748047828674","0.0020115748047828674","73","73","73","0.0035982286790385842","0.0035511436872184277","0.003645313670858741"
"7199","74","74","74","0.0026763291098177433","0.0026763291098177433","0.0026763291098177433","74","74","74","0.0022824666230008006","0.002067901659756899","0.0024970315862447023","74","74","74","0.0032940100645646453","0.0021533274557441473","0.004434692673385143","74","74","74","0.0036591736134141684","0.0036591736134141684","0.0036591736134141684","74","74","74","0.005484269931912422","0.004822213668376207","0.006146326195448637"
"7299","75","75","75","0.0037304076831787825","0.0037304076831787825","0.0037304076831787825","75","75","75","0.0022619678638875484","0.0021871028002351522","0.0023368329275399446","75","75","75","0.0025727113243192434","0.002102096565067768","0.0030433260835707188","75","75","75","0.002854596357792616","0.002854596357792616","0.002854596357792616","75","75","75","0.003848128020763397","0.0035664737224578857","0.004129782319068909"
"7399","76","76","76","0.0015664276434108615","0.0015664276434108615","0.0015664276434108615","76","76","76","0.0025495992740616202","0.0021927179768681526","0.002906480571255088","76","76","76","0.0018885991303250194","0.001427557086572051","0.0023496411740779877","76","76","76","0.002267734380438924","0.002267734380438924","0.002267734380438924","76","76","76","0.0030970689840614796","0.0027381512336432934","0.0034559867344796658"
"7499","77","77","77","0.002688313601538539","0.002688313601538539","0.002688313601538539","77","77","77","0.0023216978879645467","0.0018958128057420254","0.002747582970187068","77","77","77","0.0027388989692553878","0.0021843966096639633","0.0032934013288468122","77","77","77","0.004363355226814747","0.004363355226814747","0.004363355226814747","77","77","77","0.0034558826591819525","0.002925730776041746","0.003986034542322159"
"7599","78","78","78","0.002062806859612465","0.002062806859612465","0.002062806859612465","78","78","78","0.0026284727500751615","0.001917505171149969","0.003339440329000354","78","78","78","0.002716097282245755","0.0024343121331185102","0.002997882431373","78","78","78","0.0031307432800531387","0.0031307432800531387","0.0031307432800531387","78","78","78","0.004066796274855733","0.003478393889963627","0.004655198659747839"
"7699","79","79","79","0.002563036046922207","0.002563036046922207","0.002563036046922207","79","79","79","0.0024998198496177793","0.001995358383283019","0.0030042813159525394","79","79","79","0.0023152466164901853","0.00210438366048038","0.0025261095724999905","79","79","79","0.0015135816065594554","0.0015135816065594554","0.0015135816065594554","79","79","79","0.003327640821225941","0.001987539464607835","0.0046677421778440475"
"7799","80","80","80","0.0020872498862445354","0.0020872498862445354","0.0020872498862445354","80","80","80","0.0028145475080236793","0.0025986749678850174","0.003030420048162341","80","80","80","0.002860928070731461","0.0020449324510991573","0.0036769236903637648","80","80","80","0.0023417549673467875","0.0023417549673467875","0.0023417549673467875","80","80","80","0.0028323386795818806","0.0025468231178820133","0.003117854241281748"
"7899","81","81","81","0.00170316849835217","0.00170316849835217","0.00170316849835217","81","81","81","0.0026347391540184617","0.002519449684768915","0.0027500286232680082","81","81","81","0.002934401505626738","0.0026705272030085325","0.0031982758082449436","81","81","81","0.0023543736897408962","0.0023543736897408962","0.0023543736897408962","81","81","81","0.002900957246311009","0.002761188428848982","0.003040726063773036"
"7999","82","82","82","0.001534078037366271","0.001534078037366271","0.001534078037366271","82","82","82","0.0022222569677978754","0.001684854505583644","0.002759659430012107","82","82","82","0.002762137330137193","0.002590568969026208","0.0029337056912481785","82","82","82","0.0030846453737467527","0.0030846453737467527","0.0030846453737467527","82","82","82","0.00353047763928771","0.0033995951525866985","0.003661360125988722"
"8099","83","83","83","0.0017819034401327372","0.0017819034401327372","0.0017819034401327372","83","83","83","0.002079849597066641","0.0014993967488408089","0.002660302445292473","83","83","83","0.002805136376991868","0.0026324624195694923","0.0029778103344142437","83","83","83","0.002453816356137395","0.002453816356137395","0.002453816356137395","83","83","83","0.0037820672150701284","0.0036470266059041023","0.0039171078242361546"
"8199","84","84","84","0.0017881069798022509","0.0017881069798022509","0.0017881069798022509","84","84","84","0.0024913569213822484","0.002130440901964903","0.002852272940799594","84","84","84","0.0029103478882461786","0.002737970557063818","0.0030827252194285393","84","84","84","0.0016192083712667227","0.0016192083712667227","0.0016192083712667227","84","84","84","0.004069785820320249","0.0039783651009202","0.004161206539720297"
"8299","85","85","85","0.0016030455008149147","0.0016030455008149147","0.0016030455008149147","85","85","85","0.002962388563901186","0.0024426965974271297","0.0034820805303752422","85","85","85","0.002120288205333054","0.002088563283905387","0.002152013126760721","85","85","85","0.0017470921156927943","0.0017470921156927943","0.0017470921156927943","85","85","85","0.0034545669332146645","0.002575731836259365","0.004333402030169964"
"8399","86","86","86","0.001895921304821968","0.001895921304821968","0.001895921304821968","86","86","86","0.002047443762421608","0.0016891045961529016","0.0024057829286903143","86","86","86","0.002701991586945951","0.002329607494175434","0.003074375679716468","86","86","86","0.001746673951856792","0.001746673951856792","0.001746673951856792","86","86","86","0.003322543459944427","0.0026869650464504957","0.003958121873438358"
"8499","87","87","87","0.0022863182239234447","0.0022863182239234447","0.0022863182239234447","87","87","87","0.0028178959619253874","0.002589736133813858","0.0030460557900369167","87","87","87","0.0033597303554415703","0.0027661938220262527","0.003953266888856888","87","87","87","0.002119516022503376","0.002119516022503376","0.002119516022503376","87","87","87","0.0030106964986771345","0.0028894501738250256","0.0031319428235292435"
"8599","88","88","88","0.0018333473708480597","0.0018333473708480597","0.0018333473708480597","88","88","88","0.0023025276605039835","0.001987075200304389","0.002617980120703578","88","88","88","0.002468162390869111","0.0017073306953534484","0.0032289940863847733","88","88","88","0.0022847680374979973","0.0022847680374979973","0.0022847680374979973","88","88","88","0.002678670221939683","0.001996963983401656","0.0033603764604777098"
"8699","89","89","89","0.0016338510904461145","0.0016338510904461145","0.0016338510904461145","89","89","89","0.0023290481185540557","0.0020078020170331","0.0026502942200750113","89","89","89","0.003313987050205469","0.002880229614675045","0.0037477444857358932","89","89","89","0.00308370403945446","0.00308370403945446","0.00308370403945446","89","89","89","0.0026738838059827685","0.002493642270565033","0.002854125341400504"
"8799","90","90","90","0.0024962027091532946","0.0024962027091532946","0.0024962027091532946","90","90","90","0.0025614185724407434","0.002467239275574684","0.0026555978693068027","90","90","90","0.003142853733152151","0.002764721866697073","0.0035209855996072292","90","90","90","0.0026398375630378723","0.0026398375630378723","0.0026398375630378723","90","90","90","0.0032983357086777687","0.003212176263332367","0.0033844951540231705"
"8899","91","91","91","0.001972450641915202","0.001972450641915202","0.001972450641915202","91","91","91","0.0022115089232102036","0.0019088869448751211","0.002514130901545286","91","91","91","0.002247591270133853","0.0021511658560484648","0.002344016684219241","91","91","91","0.0022257412783801556","0.0022257412783801556","0.0022257412783801556","91","91","91","0.00280736165586859","0.00262945587746799","0.00298526743426919"
"8999","92","92","92","0.001823626458644867","0.001823626458644867","0.001823626458644867","92","92","92","0.0029959452804178","0.00298969610594213","0.00300219445489347","92","92","92","0.002781509654596448","0.0026592323556542397","0.0029037869535386562","92","92","92","0.0019633956253528595","0.0019633956253528595","0.0019633956253528595","92","92","92","0.0036074212985113263","0.0027955237310379744","0.004419318865984678"
"9099","93","93","93","0.0016277933027595282","0.0016277933027595282","0.0016277933027595282","93","93","93","0.0025949018308892846","0.0021078470163047314","0.003081956645473838","93","93","93","0.002266976051032543","0.002229497767984867","0.0023044543340802193","93","93","93","0.0028978209011256695","0.0028978209011256695","0.0028978209011256695","93","93","93","0.003004885045811534","0.0029466673731803894","0.0030631027184426785"
"9199","94","94","94","0.0019422839395701885","0.0019422839395701885","0.0019422839395701885","94","94","94","0.003612210974097252","0.0031799497082829475","0.004044472239911556","94","94","94","0.0029902224196121097","0.0028052544221282005","0.003175190417096019","94","94","94","0.0028011389076709747","0.0028011389076709747","0.0028011389076709747","94","94","94","0.003267772728577256","0.0030618966557085514","0.003473648801445961"
"9299","95","95","95","0.0031168542336672544","0.0031168542336672544","0.0031168542336672544","95","95","95","0.002441592048853636","0.002319496590644121","0.0025636875070631504","95","95","95","0.0034520146436989307","0.002830458339303732","0.0040735709480941296","95","95","95","0.0035044874530285597","0.0035044874530285597","0.0035044874530285597","95","95","95","0.00326099363155663","0.0032191199716180563","0.003302867291495204"
"9399","97","97","97","0.0015555124264210463","0.0015555124264210463","0.0015555124264210463","97","97","97","0.0018641666392795742","0.0016719106351956725","0.002056422643363476","97","97","97","0.0027572481194511056","0.0022237696684896946","0.0032907265704125166","97","97","97","0.002982641337439418","0.002982641337439418","0.002982641337439418","97","97","97","0.0034646259155124426","0.0034307497553527355","0.0034985020756721497"
"9499","98","98","98","0.0012869187630712986","0.0012869187630712986","0.0012869187630712986","98","98","98","0.0031815996626392007","0.003003487130627036","0.0033597121946513653","98","98","98","0.0026508511509746313","0.002189714927226305","0.0031119873747229576","98","98","98","0.0028900490142405033","0.0028900490142405033","0.0028900490142405033","98","98","98","0.0031360361026600003","0.002909798873588443","0.003362273331731558"
"9599","99","99","99","0.001728951814584434","0.001728951814584434","0.001728951814584434","99","99","99","0.0021759283263236284","0.0020267395302653313","0.0023251171223819256","99","99","99","0.002305822796188295","0.002243282040581107","0.0023683635517954826","99","99","99","0.0017392191803082824","0.0017392191803082824","0.0017392191803082824","99","99","99","0.003657736931927502","0.0028640374075621367","0.004451436456292868"
"9699","100","100","100","0.0017251225654035807","0.0017251225654035807","0.0017251225654035807","100","100","100","0.002346962923184037","0.002274046652019024","0.0024198791943490505","100","100","100","0.0022221911349333823","0.0018340147798880935","0.002610367489978671","100","100","100","0.0027739573270082474","0.0027739573270082474","0.0027739573270082474","100","100","100","0.0028436414431780577","0.002773851854726672","0.002913431031629443"
"9799","101","101","101","0.0026701788883656263","0.0026701788883656263","0.0026701788883656263","101","101","101","0.00199168361723423","0.001647289376705885","0.002336077857762575","101","101","101","0.0024183649802580476","0.002119216835126281","0.0027175131253898144","101","101","101","0.003048431593924761","0.003048431593924761","0.003048431593924761","101","101","101","0.0030038413824513555","0.0027655786834657192","0.0032421040814369917"
"9899","102","102","102","0.001334547414444387","0.001334547414444387","0.001334547414444387","102","102","102","0.0034280192339792848","0.002409379230812192","0.0044466592371463776","102","102","102","0.001839577395003289","0.0017042005201801658","0.001974954269826412","102","102","102","0.0020399196073412895","0.0020399196073412895","0.0020399196073412895","102","102","102","0.002358338679187","0.002123784041032195","0.0025928933173418045"
"9999","103","103","103","0.0019267352763563395","0.0019267352763563395","0.0019267352763563395","103","103","103","0.002102235099300742","0.001960406079888344","0.0022440641187131405","103","103","103","0.0026645811740309","0.0024493522942066193","0.0028798100538551807","103","103","103","0.001952420687302947","0.001952420687302947","0.001952420687302947","103","103","103","0.002811253652907908","0.002179535338655114","0.0034429719671607018"
"10099","104","104","104","0.0019818588625639677","0.0019818588625639677","0.0019818588625639677","104","104","104","0.0021480225259438157","0.0015693276654928923","0.002726717386394739","104","104","104","0.0021367635927163064","0.001675474806688726","0.002598052378743887","104","104","104","0.00210909778252244","0.00210909778252244","0.00210909778252244","104","104","104","0.003078117733821273","0.002832145197317004","0.0033240902703255415"
"10199","105","105","105","0.002082965336740017","0.002082965336740017","0.002082965336740017","105","105","105","0.002502534771338105","0.001986150164157152","0.0030189193785190582","105","105","105","0.002961000776849687","0.002493981970474124","0.0034280195832252502","105","105","105","0.002070608315989375","0.002070608315989375","0.002070608315989375","105","105","105","0.0026091717882081866","0.0025386251509189606","0.0026797184254974127"
"10299","106","106","106","0.0017030304297804832","0.0017030304297804832","0.0017030304297804832","106","106","106","0.002370448666624725","0.0022178615909069777","0.002523035742342472","106","106","106","0.0022929877741262317","0.001990059856325388","0.0025959156919270754","106","106","106","0.0020569635089486837","0.0020569635089486837","0.0020569635089486837","106","106","106","0.0034899325110018253","0.0028618699871003628","0.004117995034903288"
"10399","107","107","107","0.0016563013195991516","0.0016563013195991516","0.0016563013195991516","107","107","107","0.0018474268144927919","0.001843114267103374","0.0018517393618822098","107","107","107","0.002634097938425839","0.002415366703644395","0.002852829173207283","107","107","107","0.0014485728461295366","0.0014485728461295366","0.0014485728461295366","107","107","107","0.0021134312846697867","0.0015605365624651313","0.002666326006874442"
"10499","108","108","108","0.0017243403708562255","0.0017243403708562255","0.0017243403708562255","108","108","108","0.0027936093974858522","0.002688898239284754","0.0028983205556869507","108","108","108","0.003128041746094823","0.0031015966087579727","0.003154486883431673","108","108","108","0.0018306807614862919","0.0018306807614862919","0.0018306807614862919","108","108","108","0.002955367788672447","0.0021080588921904564","0.003802676685154438"
"10599","109","109","109","0.0017977649113163352","0.0017977649113163352","0.0017977649113163352","109","109","109","0.002402880578301847","0.0023111014161258936","0.0024946597404778004","109","109","109","0.002259370987303555","0.0021862457506358624","0.0023324962239712477","109","109","109","0.0018385709263384342","0.0018385709263384342","0.0018385709263384342","109","109","109","0.005129364784806967","0.0032527311705052853","0.007005998399108648"
"10699","110","110","110","0.0028456621803343296","0.0028456621803343296","0.0028456621803343296","110","110","110","0.0027751507004722953","0.00208248826675117","0.0034678131341934204","110","110","110","0.0024321970995515585","0.0023324601352214813","0.0025319340638816357","110","110","110","0.002194672357290983","0.002194672357290983","0.002194672357290983","110","110","110","0.003350077196955681","0.002869632560759783","0.003830521833151579"
"10799","111","111","111","0.001811356283724308","0.001811356283724308","0.001811356283724308","111","111","111","0.002640964463353157","0.00237323809415102","0.002908690832555294","111","111","111","0.002551645040512085","0.002037854865193367","0.003065435215830803","111","111","111","0.001398679567500949","0.001398679567500949","0.001398679567500949","111","111","111","0.002965757390484214","0.0028513073921203613","0.0030802073888480663"
"10899","112","112","112","0.0012756693176925182","0.0012756693176925182","0.0012756693176925182","112","112","112","0.0019810431404039264","0.0015768927987664938","0.002385193482041359","112","112","112","0.0023229477228596807","0.00222058966755867","0.0024253057781606913","112","112","112","0.001519152894616127","0.001519152894616127","0.001519152894616127","112","112","112","0.0026535915676504374","0.0020927172154188156","0.003214465919882059"
"10999","113","113","113","0.0017389070708304644","0.0017389070708304644","0.0017389070708304644","113","113","113","0.0030421643750742078","0.0030003550928086042","0.0030839736573398113","113","113","113","0.0027065229369327426","0.0024444451555609703","0.002968600718304515","113","113","113","0.0018465935718268156","0.0018465935718268156","0.0018465935718268156","113","113","113","0.002902437699958682","0.0027626967057585716","0.0030421786941587925"
"11099","114","114","114","0.002371354028582573","0.002371354028582573","0.002371354028582573","114","114","114","0.003189315553754568","0.002959059551358223","0.0034195715561509132","114","114","114","0.0028228763258084655","0.002315286546945572","0.003330466104671359","114","114","114","0.0015564345521852374","0.0015564345521852374","0.0015564345521852374","114","114","114","0.003063988289795816","0.0029541850090026855","0.0031737915705889463"
"11199","115","115","115","0.0021462037693709135","0.0021462037693709135","0.0021462037693709135","115","115","115","0.0020499586826190352","0.001957820262759924","0.0021420971024781466","115","115","115","0.0026636533439159393","0.002257145941257477","0.003070160746574402","115","115","115","0.0017654190305620432","0.0017654190305620432","0.0017654190305620432","115","115","115","0.0032709691440686584","0.002721153199672699","0.0038207850884646177"
"11299","116","116","116","0.0016192109324038029","0.0016192109324038029","0.0016192109324038029","116","116","116","0.0020107647869735956","0.0020082397386431694","0.002013289835304022","116","116","116","0.0024353620829060674","0.002326458925381303","0.002544265240430832","116","116","116","0.001830795779824257","0.001830795779824257","0.001830795779824257","116","116","116","0.0030066469917073846","0.002766491612419486","0.003246802370995283"
"11399","117","117","117","0.002086983760818839","0.002086983760818839","0.002086983760818839","117","117","117","0.0026598357944749296","0.0019458964234218001","0.003373775165528059","117","117","117","0.0026189209893345833","0.0024512996897101402","0.0027865422889590263","117","117","117","0.0019405549392104149","0.0019405549392104149","0.0019405549392104149","117","117","117","0.0028134360909461975","0.0020342771895229816","0.0035925949923694134"
"11499","118","118","118","0.0014976977836340666","0.0014976977836340666","0.0014976977836340666","118","118","118","0.0020809349371120334","0.0020007521379739046","0.002161117736250162","118","118","118","0.0026208553463220596","0.0023118238896131516","0.0029298868030309677","118","118","118","0.0029175595846027136","0.0029175595846027136","0.0029175595846027136","118","118","118","0.0027368145529180765","0.002701547695323825","0.002772081410512328"
"11599","119","119","119","0.0020844247192144394","0.0020844247192144394","0.0020844247192144394","119","119","119","0.002460142597556114","0.0021689916029572487","0.0027512935921549797","119","119","119","0.002245542942546308","0.002045081928372383","0.002446003956720233","119","119","119","0.002630567876622081","0.002630567876622081","0.002630567876622081","119","119","119","0.00261647067964077","0.002376735210418701","0.0028562061488628387"
"11699","120","120","120","0.001878284732811153","0.001878284732811153","0.001878284732811153","120","120","120","0.002610904281027615","0.0023864407557994127","0.0028353678062558174","120","120","120","0.0019546805997379124","0.0017349858535453677","0.002174375345930457","120","120","120","0.0020492905750870705","0.0020492905750870705","0.0020492905750870705","120","120","120","0.002519981237128377","0.0024612052366137505","0.0025787572376430035"
"11799","122","122","122","0.00248384615406394","0.00248384615406394","0.00248384615406394","122","122","122","0.0023994414368644357","0.0022541224025189877","0.0025447604712098837","122","122","122","0.002237125241663307","0.0019367410568520427","0.0025375094264745712","122","122","122","0.0018167709931731224","0.0018167709931731224","0.0018167709931731224","122","122","122","0.0027537180576473475","0.002440847922116518","0.003066588193178177"
"11899","123","123","123","0.001396987005136907","0.001396987005136907","0.001396987005136907","123","123","123","0.0031782652949914336","0.0028131387662142515","0.0035433918237686157","123","123","123","0.002494599553756416","0.0024176209699362516","0.00257157813757658","123","123","123","0.0019840053282678127","0.0019840053282678127","0.0019840053282678127","123","123","123","0.002527192933484912","0.002278196159750223","0.0027761897072196007"
"11999","124","124","124","0.002006692113354802","0.002006692113354802","0.002006692113354802","124","124","124","0.002125791274011135","0.0020340210758149624","0.002217561472207308","124","124","124","0.002006069174967706","0.001854701666161418","0.0021574366837739944","124","124","124","0.0013934038579463959","0.0013934038579463959","0.0013934038579463959","124","124","124","0.0025312191573902965","0.002324366942048073","0.00273807137273252"
"12099","125","125","125","0.002588508417829871","0.002588508417829871","0.002588508417829871","125","125","125","0.0017945857252925634","0.0016298447735607624","0.0019593266770243645","125","125","125","0.0024909471394494176","0.002336181467399001","0.002645712811499834","125","125","125","0.00272122654132545","0.00272122654132545","0.00272122654132545","125","125","125","0.0031218136427924037","0.0029582723509520292","0.003285354934632778"
"12199","126","126","126","0.0011170415673404932","0.0011170415673404932","0.0011170415673404932","126","126","126","0.0020686540519818664","0.00201049423776567","0.002126813866198063","126","126","126","0.002202757401391864","0.0019546556286513805","0.002450859174132347","126","126","126","0.0022766520269215107","0.0022766520269215107","0.0022766520269215107","126","126","126","0.004248815355822444","0.0033419723622500896","0.005155658349394798"
"12299","127","127","127","0.0020248049404472113","0.0020248049404472113","0.0020248049404472113","127","127","127","0.002168783626984805","0.0017891585594043136","0.002548408694565296","127","127","127","0.0028724558651447296","0.0026885131374001503","0.003056398592889309","127","127","127","0.0018327095312997699","0.0018327095312997699","0.0018327095312997699","127","127","127","0.0025079429615288973","0.002291769254952669","0.0027241166681051254"
"12399","128","128","128","0.0025098551996052265","0.0025098551996052265","0.0025098551996052265","128","128","128","0.002036624704487622","0.001887152437120676","0.0021860969718545675","128","128","128","0.0020737448940053582","0.001877291826531291","0.0022701979614794254","128","128","128","0.002224790398031473","0.002224790398031473","0.002224790398031473","128","128","128","0.0022119213826954365","0.001773347146809101","0.002650495618581772"
"12499","129","129","129","0.003669182537123561","0.003669182537123561","0.003669182537123561","129","129","129","0.002469712635502219","0.001993564423173666","0.0029458608478307724","129","129","129","0.002916051889769733","0.00269928271882236","0.003132821060717106","129","129","129","0.0027748558204621077","0.0027748558204621077","0.0027748558204621077","129","129","129","0.002855052938684821","0.002818654291331768","0.0028914515860378742"
"12599","130","130","130","0.0027699440252035856","0.0027699440252035856","0.0027699440252035856","130","130","130","0.002123182057403028","0.001711808843538165","0.002534555271267891","130","130","130","0.0027312730671837926","0.002475213026627898","0.002987333107739687","130","130","130","0.0021349883172661066","0.0021349883172661066","0.0021349883172661066","130","130","130","0.0027910657227039337","0.0026052435860037804","0.002976887859404087"
"12699","131","131","131","0.001238937838934362","0.001238937838934362","0.001238937838934362","131","131","131","0.0026839307975023985","0.0024263502564281225","0.0029415113385766745","131","131","131","0.0025710109621286392","0.0018988470546901226","0.003243174869567156","131","131","131","0.0023478809744119644","0.0023478809744119644","0.0023478809744119644","131","131","131","0.002989238826557994","0.0021878774277865887","0.003790600225329399"
"12799","132","132","132","0.0023051609750837088","0.0023051609750837088","0.0023051609750837088","132","132","132","0.0022007959778420627","0.0018249297281727195","0.002576662227511406","132","132","132","0.002279722015373409","0.0022688184399157763","0.0022906255908310413","132","132","132","0.0019453245913609862","0.0019453245913609862","0.0019453245913609862","132","132","132","0.0031930392142385244","0.002855726983398199","0.00353035144507885"
"12899","133","133","133","0.002748558996245265","0.002748558996245265","0.002748558996245265","133","133","133","0.002593358512967825","0.0015196772292256355","0.0036670397967100143","133","133","133","0.00248822511639446","0.002240248955786228","0.0027362012770026922","133","133","133","0.0019400129094719887","0.0019400129094719887","0.0019400129094719887","133","133","133","0.002504280535504222","0.002326457528397441","0.002682103542611003"
"12999","134","134","134","0.0017303689382970333","0.0017303689382970333","0.0017303689382970333","134","134","134","0.002127604209817946","0.001930965343490243","0.002324243076145649","134","134","134","0.0024209590046666563","0.00177572516258806","0.0030661928467452526","134","134","134","0.004684837535023689","0.004684837535023689","0.004684837535023689","134","134","134","0.0024294069735333323","0.002047138288617134","0.0028116756584495306"
"13099","135","135","135","0.0019632657058537006","0.0019632657058537006","0.0019632657058537006","135","135","135","0.0036425571888685226","0.002234804444015026","0.005050309933722019","135","135","135","0.0020814623567275703","0.001934862113557756","0.0022280625998973846","135","135","135","0.002449279185384512","0.002449279185384512","0.002449279185384512","135","135","135","0.0025855120038613677","0.0025034695863723755","0.00266755442135036"
"13199","136","136","136","0.0025371818337589502","0.0025371818337589502","0.0025371818337589502","136","136","136","0.0025479086325503886","0.0018365060677751899","0.0032593111973255873","136","136","136","0.0019935329910367727","0.0018912868108600378","0.0020957791712135077","136","136","136","0.0019952210132032633","0.0019952210132032633","0.0019952210132032633","136","136","136","0.0029083730187267065","0.0027588489465415478","0.0030578970909118652"
"13299","137","137","137","0.002031051553785801","0.002031051553785801","0.002031051553785801","137","137","137","0.0022437541047111154","0.0019124278333038092","0.0025750803761184216","137","137","137","0.002535733161494136","0.0022889776155352592","0.0027824887074530125","137","137","137","0.0018627544632181525","0.0018627544632181525","0.0018627544632181525","137","137","137","0.002682433812879026","0.0026119351387023926","0.0027529324870556593"
"13399","138","138","138","0.0018352011684328318","0.0018352011684328318","0.0018352011684328318","138","138","138","0.0024293967289850116","0.0017530133482068777","0.0031057801097631454","138","138","138","0.0024845830630511045","0.0022931634448468685","0.0026760026812553406","138","138","138","0.002621930092573166","0.002621930092573166","0.002621930092573166","138","138","138","0.003300704760476947","0.003208970418199897","0.003392439102753997"
